No	Symbol	StockName	Sector	Industry
910	IRBT	アイロボット	一般消費財	民生用電子機器
911	IRDM	イリジウム・コミ...	電気通信	総合電気通信サービス
912	IRMD	アイラディメッド	ヘルスケア	ヘルスケア機器
913	IRNT	LGLシステムズ・ア...	テクノロジー	Software-Infrastructure
914	IRT	インディペンデン...	不動産	住宅用不動産投資信託
915	IRTC	アイリズム・テク...	ヘルスケア	ヘルスケア用品
916	IRWD	アイロンウッド・...	ヘルスケア	医薬品
917	ISEE	オフソテック	ヘルスケア	バイオテクノロジー
918	ISPO	Inspirato Inc	景気連動型消費財	Leisure
919	ITCI	イントラセルラー...	ヘルスケア	バイオテクノロジー
920	ITGR	インテジャー・ホ...	ヘルスケア	ヘルスケア機器
921	ITIC	インベスターズ・...	金融	生命保険・健康保険
922	ITOS	アイテオス・セラ...	ヘルスケア	バイオテクノロジー
923	ITRI	アイトロン	情報技術	化学・技術的機械
924	IVR	インベスコ・モー...	金融	REIT-Mortgage
925	IVT	インベントラスト...	不動産	REIT-Retail
926	IVVD	アダージョー・セ...	Healthcare	Biotechnology
927	JACK	ジャック・イン・...	一般消費財	レストラン
928	JANX	ジャナックス・セ...	ヘルスケア	バイオテクノロジー
929	JBI	ジェナス・インタ...	資本財	Building Products & Equipment
930	JBSS	ジョンＢ・サンフ...	生活必需品	包装食品・肉
931	JBT	ジョン・ビーン・...	資本財	その他製造業
932	JELD	ジェルド・ウェン...	資本財	建設関連製品
933	JJSF	ジェイ・アンド・...	生活必需品	包装食品・肉
934	JMSB	ジョン・マーシャ...	金融	Banks-Regional
935	JOAN	JOANNInc	景気連動型消費財	Specialty Retail
936	JOBY	リインベント・テ...	資本財	空港サービス
937	JOE	セント・ジョー	不動産	不動産サービス
938	JOUT	ジョンソン・アウ...	一般消費財	レジャー用品
939	JRVR	ジェームズ・リバ...	金融	動産保険・損害保険
940	JXN	JACKSON FINANCIAL...	金融サービス	Insurance-Life
941	JYNT	ジョイント	ヘルスケア	ヘルスケア施設
942	KAI	カダント	資本財	その他製造業
943	KALU	カイザー・アルミナム	素材	アルミ
944	KALV	カルビスタ・ファ...	ヘルスケア	バイオテクノロジー
945	KAMN	ケイマン・コーポ...	資本財	航空宇宙・防衛
946	KAR	ケーエーアール・...	一般消費財	専門店
947	KBH	ケービー・ホーム	一般消費財	住宅建設
948	KDNY	アデュロ・バイオ...	ヘルスケア	バイオテクノロジー
949	KE	キンボール・エレ...	情報技術	電子部品
950	KELYA	ケリー・サービシ...	資本財	人事・雇用サービス
951	KFRC	Ｋフォース	資本財	人事・雇用サービス
952	KFY	コーン・フェリー...	資本財	人事・雇用サービス
953	KIDS	OrthoPediatricsCorp	ヘルスケア	ヘルスケア用品
954	KLIC	キューリッキ・ア...	情報技術	半導体装置
955	KLR	KaleyraInc	情報技術	Software-Application
956	KMT	ケナメタル	資本財	産業機械
957	KN	ノールズ	情報技術	通信機器
958	KNSA	キニクサ・ファー...	ヘルスケア	バイオテクノロジー
959	KNSL	キンセール・キャ...	金融	動産保険・損害保険
960	KNTE	キンネート・バイ...	ヘルスケア	バイオテクノロジー
961	KNTK	キネティック・ホ...	エネルギー	Oil & Gas Midstream
962	KOD	KodiakSciencesInc	ヘルスケア	バイオテクノロジー
963	KODK	イーストマン・コ...	一般消費財	民生用電子機器
964	KOP	コパーズ・ホール...	素材	特殊化学品
965	KORE	コア・グループ・...	金融サービス	Telecom Services
966	KOS	コスモス・エナジー	エネルギー	石油・ガス探査・開発
967	KPTI	カリヨファーム・...	ヘルスケア	医薬品
968	KREF	KKRリアル・エステ...	金融	REIT-Mortgage
969	KRG	カイト・リアルテ...	不動産	REIT-Retail
970	KRNY	カーニー・フィナ...	金融	貯蓄・抵当・不動産金融
971	KRO	クロノス・ワール...	素材	特殊化学品
972	KRON	クロノス・バイオ	ヘルスケア	その他
973	KROS	ケロス・セラピュ...	ヘルスケア	バイオテクノロジー
974	KRT	KaratPackagingInc	その他	その他
975	KRTX	KarunaTherapeutic...	ヘルスケア	バイオテクノロジー
976	KRUS	KuraSushiUSAInc	一般消費財	レストラン
977	KRYS	KrystalBiotechInc	ヘルスケア	バイオテクノロジー
978	KTB	KontoorBrandsInc	一般消費財	衣料品 製造
979	KTOS	クレイトス・ディ...	資本財	セキュリティ・警報装置サービス
980	KURA	クラ・オンコロジー	ヘルスケア	バイオテクノロジー
981	KW	ケネディ・ウィル...	不動産	不動産サービス
982	KWR	クエーカー・ケミカル	素材	特殊化学品
983	KYMR	キメラ・セラピュ...	ヘルスケア	バイオテクノロジー
984	KZR	ケザー・ライフ・...	ヘルスケア	バイオテクノロジー
985	LADR	ラダー・キャピタル	金融	REIT-Mortgage
986	LANC	ランカスター・コ...	生活必需品	包装食品・肉
987	LAND	グラッドストーン...	不動産	専門不動産投資信託
988	LASR	エンライト	情報技術	半導体
989	LAUR	ローリエット・エ...	一般消費財	教育サービス
990	LAW	CSDiscoInc	テクノロジー	Software-Application
991	LAZR	ルミナー・テクノ...	テクノロジー	Auto Parts
992	LBAI	レイクランド・バ...	金融	アメリカ地域銀行
993	LBC	ルーサー・バーバンク	金融	アメリカ地域銀行
994	LBRT	LibertyOilfieldSe...	エネルギー	石油・ガス装置・サービス
995	LC	レンディング・クラブ	金融	消費者金融
996	LCII	LCIインダストリーズ	一般消費財	レクリエーション　ビークル
997	LCUT	ライフタイム・ブ...	一般消費財	家具・装飾
998	LE	ランズエンド	一般消費財	専門店
999	LEGH	LegacyHousingCorp	一般消費財	住宅建設
1000	LEU	セントラス・エナジー	エネルギー	Uranium
1001	LFCR	LFCR	Healthcare	Drug Manufacturers-Specialty &
1002	LFST	ライフスタンス・...	ヘルスケア	Medical Care Facilities
1003	LGF-A	ライオンズ・ゲー...	電気通信	Entertainment
1004	LGF-B	ライオンズ・ゲー...	電気通信	Entertainment
1005	LGIH	ＬＧＩホームズ	一般消費財	住宅建設
1006	LGND	リガンド・ファー...	ヘルスケア	バイオテクノロジー
1007	LICY	リ・サイクル・ホ...	資本財	Waste Management
1008	LIDR	エーアイ	景気連動型消費財	Auto Parts
1009	LILA	Liberty Latin Ame...	電気通信	Telecom Services
1010	LILAK	リバティ・ラテン...	電気通信	ケーブル・衛星テレビ
1011	LIND	リンドブラッド・...	一般消費財	レジャー用品
1012	LIVN	リワノワ	ヘルスケア	ヘルスケア機器
1013	LKFN	レイクランド・フ...	金融	アメリカ地域銀行
1014	LL	ランバー・リクイ...	一般消費財	住宅関連用品小売り
1015	LLAP	Terran Orbital Corp	資本財	航空宇宙・防衛
1016	LMAT	ルメイトレ・バス...	ヘルスケア	ヘルスケア用品
1017	LMND	レモネード	金融	動産保険・損害保険
1018	LNN	リンゼー	資本財	農業機械
1019	LNTH	ランセウス・ホー...	ヘルスケア	診断・研究
1020	LNW	ライト＆ワンダー	景気連動型消費財	Gambling
1021	LOB	ライブ・オーク・...	金融	地方銀行
1022	LOCL	Local Bounti Corp...	ディフェンシブ	Farm Products
1023	LOCO	エル・ポヨ・ロコ	一般消費財	レストラン
1024	LOVE	LovesacCo/The	一般消費財	家具・装飾
1025	LPG	ドリアンLPG	エネルギー	Oil & Gas Midstream
1026	LPRO	オープン・レンデ...	金融	Credit Services
1027	LPSN	ライブパーソン	情報技術	システム・ソフトウェア
1028	LQDA	リキディア・テク...	その他	その他
1029	LQDT	リクイディティ・...	一般消費財	専門店
1030	LRN	Ｋ１２	一般消費財	教育サービス
1031	LSEA	ランドシー・ホームズ	不動産	Real Estate-Development
1032	LTC	LTCプロパティーズ	不動産	REIT-Healthcare Facilities
1033	LTCH	ラッチ	テクノロジー	Software-Application
1034	LTH	LifeTimeGroupHold...	景気連動型消費財	Leisure
1035	LTHM	ライベント	素材	貴金属・鉱物
1036	LUNG	プルモンクス	ヘルスケア	その他
1037	LVLU	Lulu'sFashion...	Consumer Cyclical	Apparel Retail
1038	LVOX	クレセント・アク...	テクノロジー	Software-Infrastructure
1039	LWLG	ライトウェイブ・...	素材	特殊化学品
1040	LXFR	ラックスファー・...	資本財	Specialty Industrial Machinery
1041	LXP	LXPインダストリア...	不動産	REIT-Industrial
1042	LXRX	レキシコン・ファ...	ヘルスケア	バイオテクノロジー
1043	LXU	エルエスビー・イ...	素材	総合化学
1044	LYEL	LyellImmunopharmaInc	ヘルスケア	バイオテクノロジー
1045	LZ	Legalzoom.comInc	電気通信	Specialty Business Services
1046	LZB	レイジーボーイ	一般消費財	家具・装飾
1047	MAC	マセリッチ	不動産	REIT-Retail
1048	MAPS	WMテクノロジー	その他	その他
1049	MARA	マラソン・パテン...	情報技術	総合資本市場
1050	MASS	908デバイセズ	ヘルスケア	Medical Devices
1051	MATV	マーティブ	素材	紙製品
1052	MATW	マシューズ・イン...	生活必需品	パーソナル用品
1053	MATX	マットソン	資本財	海運
1054	MAX	メディアアルファ	電気通信	Internet Content & Information
1055	MBI	エムビーアイエー	金融	動産保険・損害保険
1056	MBIN	MerchantsBancorp/IN	金融	貯蓄・抵当・不動産金融
1057	MBUU	マリブ・ボート ク...	一般消費財	レクリエーション　ビークル
1058	MBWM	マーカンタイル・...	金融	アメリカ地域銀行
1059	MC	モーリス	金融	資産運用会社・資産管理銀行
1060	MCB	MetropolitanBankH...	金融	その他
1061	MCBC	マカタワ・バンク	金融	地方銀行
1062	MCBS	MetrocityBankshar...	金融	Banks-Regional
1063	MCFT	MCBCホールディングス	一般消費財	レクリエーション　ビークル
1064	MCRB	セレス・セラピュ...	ヘルスケア	バイオテクノロジー
1065	MCRI	モナーク・カジノ...	一般消費財	カジノ・ゲーム
1066	MCS	マーカス・コーポ...	一般消費財	その他メディア
1067	MCY	マーキュリー・ゼ...	金融	動産保険・損害保険
1068	MD	メドナックス	ヘルスケア	ヘルスケアサービス
1069	MDC	エムディーシー・...	一般消費財	住宅建設
1070	MDGL	マドリガル・ファ...	ヘルスケア	バイオテクノロジー
1071	MDRX	オールスクリプツ...	情報技術	アプリケーション・ソフトウェア
1072	MDXG	ミメディックス・...	ヘルスケア	バイオテクノロジー
1073	ME	23andMeHoldingCo	電気通信	Diagnostics & Research
1074	MED	メディファスト	一般消費財	専門店
1075	MEDP	メッドペース・ホ...	ヘルスケア	診断・研究
1076	MEG	メディア・ジェネラル	一般消費財	Waste Management
1077	MEI	メソッド・エレク...	情報技術	電子部品
1078	METC	ラマコ・リソーシズ	素材	鉄鋼
1079	MFA	MFAファイナンシャル	金融	REIT-Mortgage
1080	MGEE	エムジーイー・エ...	公益事業	総合公益事業
1081	MGNI	マグナイト	一般消費財	インターネット販売・通信販売
1082	MGNX	マクロジェニックス	ヘルスケア	バイオテクノロジー
1083	MGPI	MGPイングリディエ...	生活必需品	蒸留酒・ワイン
1084	MGRC	マグラス・レント...	資本財	レンタル・リース
1085	MGTX	メイラGTxホールデ...	ヘルスケア	バイオテクノロジー
1086	MGY	MagnoliaOil&G...	エネルギー	石油・ガス探査・開発
1087	MHO	エムアイ・ホームズ	一般消費財	住宅建設
1088	MIR	ミリオン・テクノ...	資本財	Specialty Industrial Machinery
1089	MIRM	MirumPharmaceutic...	ヘルスケア	バイオテクノロジー
1090	MITK	マイテック・シス...	情報技術	アプリケーション・ソフトウェア
1091	MKFG	MKFG	テクノロジー	Computer Hardware
1092	MKTW	MarketWiseInc	テクノロジー	Software-Application
1093	ML	マネーライオン	テクノロジー	Software-Application
1094	MLAB	メサ・ラボラトリーズ	情報技術	化学・技術的機械
1095	MLI	ミューラー・イン...	素材	金属・ガラス容器
1096	MLKN	ハーマンミラー	Consumer Cyclical	Furnishings, Fixtures & Applia
1097	MLNK	MeridianLinkInc	テクノロジー	Software-Application
1098	MLR	ミラー・インダス...	一般消費財	自動車部品・装置
1099	MLYS	MineralysTherapeu...	Healthcare	Biotechnology
1100	MMI	マーカス・アンド...	不動産	不動産サービス
1101	MMS	マキシマス	資本財	サービス業
1102	MMSI	メリット・メディ...	ヘルスケア	ヘルスケア用品
1103	MNKD	マンカインド	ヘルスケア	バイオテクノロジー
1104	MNRO	モンロ・マフラー...	一般消費財	自動車部品・装置
1105	MNTK	MontaukRenewablesInc	公益事業	Utilities-Diversified
1106	MNTS	モメンタス	資本財	航空宇宙・防衛
1107	MOD	モーディン・マニ...	一般消費財	自動車部品・装置
1108	MODG	キャラウェイ・ゴルフ	一般消費財	Leisure
1109	MODN	モデルN	情報技術	アプリケーション・ソフトウェア
1110	MODV	モディブケア	ヘルスケア	Medical Care Facilities
1111	MOFG	ミッドウェストワ...	金融	アメリカ地域銀行
1112	MOG-A	ムーグ	資本財	航空宇宙・防衛
1113	MORF	MorphicHoldingInc	ヘルスケア	その他
1114	MOV	モバド・グループ	一般消費財	アパレル・アクセサリー・贅沢品
1115	MPAA	モーターカー・パ...	一般消費財	自動車部品・装置
1116	MPB	ミッド・ペン・バ...	金融	地方銀行
1117	MPLN	チャーチル・キャ...	ヘルスケア	Healthcare Plans
1118	MPX	マリーン・プロダクツ	一般消費財	レクリエーション　ビークル
1119	MQ	マルケタ	テクノロジー	Software-Infrastructure
1120	MRC	エムアールシー・...	エネルギー	石油・ガス装置・サービス
1121	MRSN	メルサナ・セラピ...	ヘルスケア	バイオテクノロジー
1122	MRTN	マーテン・トラン...	資本財	陸運
1123	MSBI	ミッドランド・ス...	金融	アメリカ地域銀行
1124	MSEX	ミドルセックス・...	公益事業	水道
1125	MSGE	マディソン・スク...	電気通信	Entertainment
1126	MSTR	マイクロストラテ...	情報技術	アプリケーション・ソフトウェア
1127	MTDR	マタドール・リソ...	エネルギー	石油・ガス探査・開発
1128	MTH	メリテージ・ホームズ	一般消費財	住宅建設
1129	MTRN	マテリオン	素材	貴金属・鉱物
1130	MTSI	エムエー・コム・...	情報技術	半導体
1131	MTTR	MTTR	テクノロジー	Software-Application
1132	MTW	マニトウォック・...	資本財	農業機械
1133	MTX	ミネラルズ・テク...	素材	総合化学
1134	MULN	ネット・エレメント	Consumer Cyclical	Auto Manufacturers
1135	MUR	マーフィー・オイル	エネルギー	石油・ガス探査・開発
1136	MUSA	マーフィーＵＳＡ	一般消費財	専門店
1137	MVBF	MVBフィナンシャル	金融	地方銀行
1138	MVIS	マイクロビジョン	情報技術	電子部品
1139	MVST	MVST	資本財	Electrical Equipment & Parts
1140	MWA	ミューラー・ウォ...	資本財	その他製造業
1141	MXCT	MAXCYTE, INC.	その他	その他
1142	MXL	マックスリニア ク...	情報技術	半導体
1143	MYE	マイヤーズ・イン...	一般消費財	ゴム・プラスチック
1144	MYFW	FirstWesternFinan...	金融	地方銀行
1145	MYGN	ミリアド・ジェネ...	ヘルスケア	診断・研究
1146	MYPS	プレイスタジオズ	電気通信	Electronic Gaming & Multimedia
1147	MYRG	エムワイアール・...	資本財	建設・土木
1148	NABL	エヌ・エイブル	テクノロジー	Information Technology Service
1149	NAPA	DuckhornPortfolio...	ディフェンシブ	Beverages-Wineries & Distiller
1150	NARI	イナリ・メディカル	ヘルスケア	ヘルスケア機器
1151	NAT	ノルディック・ア...	エネルギー	石油・ガス貯蔵・輸送
1152	NATR	ネイチャーズ・サ...	生活必需品	家庭用品
1153	NAUT	Nautilus Biotechn...	ヘルスケア	バイオテクノロジー
1154	NAVI	ナビエント・コー...	金融	消費者金融
1155	NBHC	ナショナルバンク...	金融	アメリカ地域銀行
1156	NBN	NortheastBank	金融	地方銀行
1157	NBR	ネイバーズ・イン...	エネルギー	石油・ガス掘削
1158	NBTB	エヌビーティー・...	金融	アメリカ地域銀行
1159	NC	ナッコ・インダス...	素材	石炭・消耗燃料
1160	NDLS	ヌードルズ	一般消費財	レストラン
1161	NE	ノーブル	エネルギー	石油・ガス掘削
1162	NEO	ネオゲノミクス	ヘルスケア	診断・研究
1163	NEOG	ネオゲン	ヘルスケア	診断・研究
1164	NETI	エネティ	資本財	Marine Shipping
1165	NEX	ネクスティア・オ...	エネルギー	Oil & Gas Equipment & Services
1166	NEXT	ネクストデケード	エネルギー	その他
1167	NFBK	ノースフィールド...	金融	アメリカ地域銀行
1168	NG	ノバゴールド・リ...	素材	金
1169	NGM	NGMBiopharmaceuti...	ヘルスケア	バイオテクノロジー
1170	NGMS	ネオゲームス	一般消費財	カジノ・ゲーム
1171	NGVC	ナチュラル・グロ...	生活必需品	薬品小売り
1172	NGVT	インジェビティ	素材	特殊化学品
1173	NHC	ナショナル・ヘル...	ヘルスケア	ヘルスケア施設
1174	NHI	ナショナル・ヘル...	不動産	REIT-Healthcare Facilities
1175	NIC	ニコレット・バン...	金融サービス	Banks-Regional
1176	NJR	ニュージャージー...	公益事業	ガス
1177	NKLA	ニコラ	景気連動型消費財	Auto Manufacturers
1178	NKTR	ネクター・セラピ...	ヘルスケア	医薬品
1179	NKTX	ンカルタ	ヘルスケア	バイオテクノロジー
1180	NL	エヌエル・インダ...	資本財	産業機械
1181	NMIH	NMIホールディングス	金融	貯蓄・抵当・不動産金融
1182	NMRK	ニューマーク・グ...	不動産	不動産サービス
1183	NN	ネクストナブ	電気通信	Internet Content & Information
1184	NNI	ネルネット クラスA	金融	消費者金融
1185	NNOX	ナノックス・イメ...	ヘルスケア	ヘルスケア機器
1186	NODK	NIHoldingsInc	金融	動産保険・損害保険
1187	NOG	ノーザン・オイル...	エネルギー	石油・ガス探査・開発
1188	NOTV	イノティブ	ヘルスケア	診断・研究
1189	NOVA	SunnovaEnergyInte...	公益事業	太陽光関連
1190	NOVT	ノヴァンタ	情報技術	化学・技術的機械
1191	NPK	ナショナル・プレ...	資本財	航空宇宙・防衛
1192	NPO	エンプロ・インダ...	資本財	その他製造業
1193	NR	ニューパーク・リ...	エネルギー	石油・ガス装置・サービス
1194	NRC	ナショナル・リサーチ	ヘルスケア	診断・研究
1195	NRDS	NerdWalletInc	金融サービス	Credit Services
1196	NRDY	ナーディ	テクノロジー	Software-Application
1197	NREF	NexpointRealEstat...	不動産	REIT-Mortgage
1198	NRGV	Energy Vault Hold...	資本財	Utilities-Renewable
1199	NRIX	ニューリックス・...	ヘルスケア	バイオテクノロジー
1200	NSIT	インサイト・エン...	情報技術	インターネットサービスおよびインフラストラクチャー
1201	NSP	インスペリティ	資本財	人事・雇用サービス
1202	NSSC	ナプコ・セキュリ...	資本財	セキュリティ・警報装置サービス
1203	NSTG	ナノストリング・...	ヘルスケア	バイオテクノロジー
1204	NTB	バンク・オブ・エ...	金融	都市銀行
1205	NTCT	ネットスカウト・...	情報技術	アプリケーション・ソフトウェア
1206	NTGR	ネットギア	情報技術	通信機器
1207	NTLA	インテリア・セラ...	ヘルスケア	バイオテクノロジー
1208	NTST	ネットストリート	不動産	REIT-Retail
1209	NUS	ニュースキン・エ...	生活必需品	家庭用品
1210	NUTX	ヌーテックス・ヘルス	ヘルスケア	Health Information Services
1211	NUVA	ニューベイシブ	ヘルスケア	ヘルスケア機器
1212	NUVB	ニューベーション...	ヘルスケア	バイオテクノロジー
1213	NUVL	NuvalentInc	その他	その他
1214	NVEE	ＮＶ５ホールディ...	資本財	建設・土木
1215	NVRO	ネブロ	ヘルスケア	ヘルスケア機器
1216	NVTA	インビテ	ヘルスケア	診断・研究
1217	NWBI	ノースウェスト・...	金融	貯蓄・抵当・不動産金融
1218	NWE	ノースウェスタン	公益事業	総合公益事業
1219	NWLI	ナショナル・ウェ...	金融	生命保険・健康保険
1220	NWN	ノースウェスト・...	公益事業	ガス
1221	NWPX	ノースウェエスト...	素材	金属・ガラス容器
1222	NX	クアネックス・ビ...	素材	建設資材
1223	NXGN	ネクストジェン・...	情報技術	アプリケーション・ソフトウェア
1224	NXRT	ネクスポイント・...	不動産	住宅用不動産投資信託
1225	NXT	NEXTrackerInc	Technology	Solar
1226	NYMT	ニューヨーク・モ...	金融	REIT-Mortgage
1227	OABI	OmniAb Inc.	Healthcare	バイオテクノロジー
1228	OB	OutbrainInc	電気通信	Internet Content & Information
1229	OBK	Origin Bancorp, Inc.	Financial Services	Banks-Regional
1230	OCFC	オーシャンファー...	金融	貯蓄・抵当・不動産金融
1231	OCGN	オキュジェン	ヘルスケア	バイオテクノロジー
1232	OCTO	Eightco Holdings ...	景気連動型消費財	Packaging & Containers
1233	OCUL	オキュラー・セラ...	ヘルスケア	バイオテクノロジー
1234	ODP	オフィス・デポ	一般消費財	専門店
1235	OEC	オリオン・エンジ...	素材	特殊化学品
1236	OFC	コーポレート・オ...	不動産	オフィス不動産投資信託
1237	OFG	OFGバンコープ	金融	地方銀行
1238	OFIX	オーソフィックス...	ヘルスケア	ヘルスケア機器
1239	OFLX	オメガ・フレックス	資本財	その他製造業
1240	OGS	ワン・ガス	公益事業	ガス
1241	OI	オーウェンズ・イ...	素材	包装紙
1242	OII	オーシャニアリン...	エネルギー	石油・ガス装置・サービス
1243	OIS	オイル・ステイツ...	エネルギー	石油・ガス装置・サービス
1244	OLO	OloInc	テクノロジー	Software-Application
1245	OLP	ワン・リバティ・...	不動産	REIT-Diversified
1246	OM	アウトセット・メ...	ヘルスケア	Medical Devices
1247	OMCL	オムニセル	情報技術	アプリケーション・ソフトウェア
1248	OMI	オーウェンズ・ア...	ヘルスケア	ヘルスケア・ディストリビュータ
1249	OMIC	SingularGenomicsS...	ヘルスケア	Medical Instruments & Supplies
1250	ONB	オールド・ナショ...	金融	アメリカ地域銀行
1251	ONDS	オンダス・ホール...	テクノロジー	Communication Equipment
1252	ONEW	OneWaterMarineInc	景気連動型消費財	レクリエーション　ビークル
1253	ONL	Orion Office REIT...	Real Estate	REIT-Office
1254	ONTF	ON24Inc	テクノロジー	Software-Application
1255	ONTO	オント・イノベー...	情報技術	Semiconductor Equipment & Mate
1256	OOMA	ウーマ	電気通信	総合電気通信サービス
1257	OPAD	オファーパッド・...	不動産	不動産サービス
1258	OPCH	オプション・ケア...	ヘルスケア	Medical Care Facilities
1259	OPFI	OppFi Inc	テクノロジー	Software-Application
1260	OPI	ガバメント・プロ...	不動産	オフィス不動産投資信託
1261	OPK	オプコ・ヘルス	ヘルスケア	医薬品
1262	OPRT	OportunFinancialCorp	金融	Credit Services
1263	OPRX	オプティマイズRx	ヘルスケア	Health Information Services
1264	OPY	オッペンハイマー...	金融	総合資本市場
1265	ORA	オーマット・テク...	公益事業	独立系発電事業者・エネルギー販売業者
1266	ORC	オーキッド・アイ...	金融	REIT-Mortgage
1267	ORGN	Origin Materials,...	金融	その他
1268	ORGO	オーガノジェネシ...	ヘルスケア	Drug Manufacturers-Specialty &
1269	ORRF	オースタウン・フ...	金融	アメリカ地域銀行
1270	OSBC	オールド・セカン...	金融	地方銀行
1271	OSCR	OscarHealthInc	ヘルスケア	Healthcare Plans
1272	OSIS	オーエスアイ・シ...	情報技術	電子部品
1273	OSPN	ワンスパン	情報技術	アプリケーション・ソフトウェア
1274	OSTK	オーバーストック...	一般消費財	専門店
1275	OSUR	オラシュア・テク...	ヘルスケア	ヘルスケア用品
1276	OSW	OneSpaWorldHoldin...	一般消費財	Leisure
1277	OTLK	オンコバイオロジ...	ヘルスケア	バイオテクノロジー
1278	OTTR	オッター・テイル	公益事業	総合公益事業
1279	OUST	Ouster Inc	テクノロジー	電子部品
1280	OUT	アウトフロント・...	不動産	専門不動産投資信託
1281	OXM	オックスフォード...	一般消費財	衣料品 製造
1282	PACB	パシフィック・バ...	ヘルスケア	診断・研究
1283	PACK	RanpakHoldingsCorp	素材	Packaging & Containers
1284	PAHC	フィブロ・アニマ...	ヘルスケア	医薬品
1285	PAR	ＰＡＲテクノロジー	情報技術	Software-Application
1286	PARR	パー・パシフィッ...	エネルギー	その他
1287	PATK	パトリック・イン...	一般消費財	家具・装飾
1288	PAYO	PayoneerGlobalInc	テクノロジー	Software-Infrastructure
1289	PBF	ＰＢＦエナジー ク...	エネルギー	石油・ガス精製・販売
1290	PBFS	PioneerBancorpInc/NY	金融	Banks-Regional
1291	PBH	プレスティージ・...	ヘルスケア	ヘルスケア・ディストリビュータ
1292	PBI	ピツニーボウズ	資本財	事務サービス・用品
1293	PCB	PCBBancorp	金融	地方銀行
1294	PCH	ポトラッチ	不動産	専門不動産投資信託
1295	PCRX	パシラ・ファーマ...	ヘルスケア	医薬品
1296	PCT	PureCycleTechnolo...	資本財	Pollution & Treatment Controls
1297	PCVX	バックスサイト	ヘルスケア	バイオテクノロジー
1298	PCYO	ピュア・サイクル	公益事業	水道
1299	PD	PagerDutyInc	情報技術	Software-Application
1300	PDCO	パターソン・カン...	ヘルスケア	ヘルスケア・ディストリビュータ
1301	PDFS	ピーディーエフ・...	情報技術	アプリケーション・ソフトウェア
1302	PDM	ピードモント・オ...	不動産	オフィス不動産投資信託
1303	PEB	ペブルブルーク・...	不動産	REIT-Hotel & Motel
1304	PEBO	ピープルズ・バン...	金融	アメリカ地域銀行
1305	PECO	PhillipsEdison&am...	不動産	REIT-Retail
1306	PEPG	PEPG	Healthcare	バイオテクノロジー
1307	PETQ	ペットIQ	ヘルスケア	医薬品
1308	PETS	ペットメド・エク...	生活必需品	薬品小売り
1309	PFBC	プリファード・バンク	金融	アメリカ地域銀行
1310	PFC	プレミア・ファイ...	金融	貯蓄・抵当・不動産金融
1311	PFIS	ピープルズ・フィ...	金融	地方銀行
1312	PFS	プロビデント・フ...	金融	貯蓄・抵当・不動産金融
1313	PFSI	ペニーマック・ホ...	金融	専門金融
1314	PFSW	PFSウェブ	資本財	サービス業
1315	PGC	ピーパック・グラ...	金融	アメリカ地域銀行
1316	PGEN	プレシゲン	ヘルスケア	バイオテクノロジー
1317	PGNY	ProgynyInc	ヘルスケア	Health Information Services
1318	PGRE	パラマウント・グ...	不動産	オフィス不動産投資信託
1319	PGTI	PTGイノベーションズ	資本財	建設関連製品
1320	PHAT	PhathomPharmaceut...	ヘルスケア	バイオテクノロジー
1321	PHR	PhreesiaInc	ヘルスケア	Health Information Services
1322	PI	インピンジー	情報技術	電子部品
1323	PIII	P3 Health Partner...	ヘルスケア	Medical Care Facilities
1324	PIPR	パイパー・サンドラー	金融	Capital Markets
1325	PJT	PJTパートナーズ　...	金融	総合資本市場
1326	PKBK	パーク・バンコープ	金融	地方銀行
1327	PKE	パーク・エレクト...	情報技術	半導体装置
1328	PL	Planet Labs PBC	資本財	航空宇宙・防衛
1329	PLAB	フォトロニクス	情報技術	半導体装置
1330	PLAY	デイブ＆バスター...	一般消費財	レストラン
1331	PLBY	PLBYグループ	一般消費財	アパレル・アクセサリー・贅沢品
1332	PLCE	チルドレンズ・プ...	一般消費財	衣料小売り
1333	PLL	PiedmontLithiumLtd	素材	金
1334	PLM	ポリメット・マイ...	素材	貴金属・鉱物
1335	PLMR	PalomarHoldingsInc	金融	Insurance-Property & Casualty
1336	PLOW	ダグラス・ダイナ...	一般消費財	自動車部品・装置
1337	PLPC	プリフォームド・...	情報技術	電子部品
1338	PLUS	イー・プラス	情報技術	アプリケーション・ソフトウェア
1339	PLXS	プレクサス	情報技術	委託製造業
1340	PLYM	プリマス・インダ...	不動産	工業用不動産投資信託
1341	PMT	ペニーマック・モ...	金融	REIT-Mortgage
1342	PMVP	ＰＭＶ・ファーマ...	ヘルスケア	バイオテクノロジー
1343	PNM	ピーエヌエム・リ...	公益事業	電力
1344	PNT	Pennsylvania Ente...	その他	その他
1345	PNTG	PennantGroupInc/The	ヘルスケア	Medical Care Facilities
1346	POR	ポートランド・ジ...	公益事業	電力
1347	POWI	パワー・インテグ...	情報技術	半導体
1348	POWL	パウエル・インダ...	資本財	その他製造業
1349	POWW	アモ	一般消費財	レジャー用品
1350	PPBI	パシフィック・プ...	金融	アメリカ地域銀行
1351	PR	Permian Resources...	エネルギー	Oil & Gas E&P
1352	PRA	プロアシュアランス	金融	動産保険・損害保険
1353	PRAA	PRAグループ	金融	消費者金融
1354	PRAX	プラクシス	ヘルスケア	バイオテクノロジー
1355	PRCH	プロップテック・...	テクノロジー	Software-Application
